number_of_nodes,C_error,L2_error,file,C_fit,L2_fit
21,6.818899999999999,1.3116325348937952,sphere_sigma_vv_21.csv,6.882220178137339,1.3401030106629745
41,2.607499999999998,0.5925781672374525,sphere_sigma_vv_41.csv,2.5503193955622603,0.5665295035017277
61,1.4013999999999989,0.3378310956227261,sphere_sigma_vv_61.csv,1.41440649164322,0.33976619709020073
81,0.9251999999999967,0.23172891872459583,sphere_sigma_vv_81.csv,0.92862206461922,0.23588308553633788
