angle,rsp
96.5,-0.838233
97,-0.785375
97.5,-0.750586
98,-0.734481
98.5,-0.737577
99,-0.760313
99.5,-0.803063
100,-0.866142
100.5,-0.949813
101,-1.05428
101.5,-1.17967
102,-1.32606
102.5,-1.49337
103,-1.68141
103.5,-1.8898
104,-2.1179
104.5,-2.36472
105,-2.62884
105.5,-2.90827
106,-3.20028
106.5,-3.50121
107,-3.80633
107.5,-4.10962
108,-4.40367
108.5,-4.6797
109,-4.92783
109.5,-5.13753
110,-5.29856
110.5,-5.40204
111,-5.44168
111.5,-5.41475
112,-5.32254
112.5,-5.17015
113,-4.96569
113.5,-4.71913
114,-4.4411
114.5,-4.14193
115,-3.83099
115.5,-3.51637
116,-3.20475
116.5,-2.90151
117,-2.61085
117.5,-2.33604
118,-2.07954
118.5,-1.8432
119,-1.62844
119.5,-1.4363
120,-1.2676
120.5,-1.12299
121,-1.00301
121.5,-0.908148
122,-0.838878
122.5,-0.795692
123,-0.779132
123.5,-0.789813
124,-0.828446
124.5,-0.895867
125,-0.993058
125.5,-1.12118
126,-1.28158
126.5,-1.47589
127,-1.70598
127.5,-1.9741
128,-2.28285
128.5,-2.63534
129,-3.03521
129.5,-3.48675
130,-3.995
130.5,-4.56582
131,-5.20593
131.5,-5.92275
132,-6.72386
132.5,-7.61547
133,-8.59878
133.5,-9.66166
134,-10.7612
134.5,-11.7936
135,-12.565
135.5,-12.8313
136,-12.4652
136.5,-11.5825
137,-10.4263
137.5,-9.19474
138,-7.99579
138.5,-6.87446
139,-5.8438
139.5,-4.90291
140,-4.04556
140.5,-3.26401
141,-2.55067
141.5,-1.89859
142,-1.30168
142.5,-0.754651
143,-0.25298
143.5,0.207239
144,0.629364
144.5,1.01629
145,1.37055
145.5,1.69433
146,1.98957
146.5,2.25798
147,2.50108
147.5,2.72023
148,2.9167
148.5,3.09161
149,3.24605
149.5,3.38101
150,3.49747
150.5,3.59637
151,3.67866
151.5,3.7453
152,3.79727
152.5,3.83563
153,3.86147
153.5,3.876
154,3.88051
154.5,3.87643
155,3.86531
155.5,3.84884
156,3.82889
156.5,3.80745
157,3.78668
157.5,3.76884
158,3.75627
158.5,3.75136
159,3.75645
159.5,3.77378
160,3.80539
160.5,3.85304
161,3.91809
161.5,4.00148
162,4.10367
162.5,4.22459
163,4.36366
163.5,4.51987
164,4.69179
164.5,4.87768
165,5.07558
165.5,5.28339
166,5.49895
166.5,5.72014
167,5.9449
167.5,6.17128
168,6.3975
168.5,6.62194
169,6.84314
169.5,7.0598
170,7.2708
170.5,7.47517
171,7.67206
171.5,7.86076
172,8.04065
172.5,8.21125
173,8.3721
173.5,8.52287
174,8.66325
174.5,8.79302
175,8.91196
175.5,9.01993
176,9.1168
176.5,9.20246
177,9.27683
177.5,9.33985
178,9.39147
178.5,9.43165
179,9.46037
179.5,9.47761
