angle,rsp
0,15.3285
0.5,15.3204
1,15.2959
1.5,15.2551
2,15.1978
2.5,15.1239
3,15.0331
3.5,14.9253
4,14.8001
4.5,14.6571
5,14.4959
5.5,14.3161
6,14.1171
6.5,13.8982
7,13.6588
7.5,13.398
8,13.1149
8.5,12.8085
9,12.4775
9.5,12.1207
10,11.7365
10.5,11.3232
11,10.879
11.5,10.4017
12,9.88879
12.5,9.33773
13,8.74553
13.5,8.10907
14,7.42511
14.5,6.69063
15,5.90333
15.5,5.06265
16,4.17168
16.5,3.24044
17,2.29145
17.5,1.36761
18,0.54006
18.5,-0.092808
19,-0.4298
19.5,-0.415376
20,-0.0750042
20.5,0.501709
21,1.21054
21.5,1.96838
22,2.72181
22.5,3.4412
23,4.11226
23.5,4.72951
24,5.29224
24.5,5.80205
25,6.26162
25.5,6.67399
26,7.04216
26.5,7.369
27,7.65708
27.5,7.90874
28,8.12601
28.5,8.31069
29,8.46433
29.5,8.58826
30,8.68364
30.5,8.75144
31,8.79246
31.5,8.80738
32,8.79672
32.5,8.76091
33,8.70025
33.5,8.61494
34,8.50508
34.5,8.37067
35,8.21166
35.5,8.02787
36,7.8191
36.5,7.58504
37,7.32537
37.5,7.03971
38,6.72767
38.5,6.38892
39,6.02315
39.5,5.63025
40,5.21033
40.5,4.7639
41,4.29208
41.5,3.79687
42,3.28158
42.5,2.75127
43,2.21343
43.5,1.67864
44,1.16118
44.5,0.679227
45,0.254222
45.5,-0.091041
46,-0.335858
46.5,-0.465866
47,-0.476627
47.5,-0.374837
48,-0.176528
48.5,0.096793
49,0.422339
49.5,0.779174
50,1.14986
50.5,1.52088
51,1.88229
51.5,2.22712
52,2.55066
52.5,2.84989
53,3.12297
53.5,3.3689
54,3.58724
54.5,3.7779
55,3.94104
55.5,4.07694
56,4.18595
56.5,4.26847
57,4.32487
57.5,4.35549
58,4.36065
58.5,4.34063
59,4.29563
59.5,4.22583
60,4.13134
60.5,4.01223
61,3.86853
61.5,3.70023
62,3.50729
62.5,3.28968
63,3.04737
63.5,2.78035
64,2.4887
64.5,2.17262
65,1.83248
65.5,1.46893
66,1.08299
66.5,0.676203
67,0.25084
67.5,-0.189899
68,-0.6416
68.5,-1.09834
69,-1.55244
69.5,-1.99422
70,-2.41215
70.5,-2.79315
71,-3.12361
71.5,-3.39081
72,-3.58474
72.5,-3.69988
73,-3.73621
73.5,-3.6993
74,-3.59922
74.5,-3.44885
75,-3.26203
75.5,-3.05209
76,-2.83091
76.5,-2.60846
77,-2.39277
77.5,-2.19007
78,-2.00513
78.5,-1.84145
79,-1.70164
79.5,-1.58758
80,-1.50062
80.5,-1.44177
81,-1.41174
81.5,-1.4111
82,-1.44027
82.5,-1.49962
83,-1.58947
83.5,-1.71008
84,-1.8617
84.5,-2.04451
85,-2.25861
85.5,-2.50396
86,-2.78028
86.5,-3.08697
87,-3.42287
87.5,-3.78609
88,-4.17363
88.5,-4.581
89,-5.00166
89.5,-5.42648
90,-5.84314
90.5,-6.23591
91,-6.5859
91.5,-6.8724
92,-7.07542
92.5,-7.17922
93,-7.17581
93.5,-7.06692
94,-6.86359
94.5,-6.58352
95,-6.24736
95.5,-5.87551
96,-5.48594
96.5,-5.0933
97,-4.70888
97.5,-4.34095
98,-3.99544
98.5,-3.67642
99,-3.38665
99.5,-3.12795
100,-2.9015
100.5,-2.70808
101,-2.54822
101.5,-2.42235
102,-2.33083
102.5,-2.27407
103,-2.2526
103.5,-2.26704
104,-2.31823
104.5,-2.4072
105,-2.53527
105.5,-2.70407
106,-2.9156
106.5,-3.17231
107,-3.47722
107.5,-3.83398
108,-4.24706
108.5,-4.72195
109,-5.26535
109.5,-5.88554
110,-6.59266
110.5,-7.39911
111,-8.31973
111.5,-9.37124
112,-10.5694
112.5,-11.9191
113,-13.3862
113.5,-14.8248
114,-15.8676
114.5,-16.0069
115,-15.1318
115.5,-13.6868
116,-12.1186
116.5,-10.6361
117,-9.30027
117.5,-8.1144
118,-7.06465
118.5,-6.13402
119,-5.30687
119.5,-4.56989
120,-3.91214
120.5,-3.3247
121,-2.80029
121.5,-2.33298
122,-1.91792
122.5,-1.55112
123,-1.22932
123.5,-0.94985
124,-0.710525
124.5,-0.509583
125,-0.345626
125.5,-0.217571
126,-0.124621
126.5,-0.0662399
127,-0.0421304
127.5,-0.0522271
128,-0.0966874
128.5,-0.175889
129,-0.290431
129.5,-0.441137
130,-0.629061
130.5,-0.855489
131,-1.12194
131.5,-1.43016
132,-1.78208
132.5,-2.17976
133,-2.62526
133.5,-3.12038
134,-3.6662
134.5,-4.2623
135,-4.90538
135.5,-5.58694
136,-6.28973
136.5,-6.98278
137,-7.61623
137.5,-8.12016
138,-8.4152
138.5,-8.43932
139,-8.17844
139.5,-7.67451
140,-7.00267
140.5,-6.23969
141,-5.44547
141.5,-4.65951
142,-3.90497
142.5,-3.194
143,-2.53203
143.5,-1.92064
144,-1.35932
144.5,-0.846515
145,-0.380252
145.5,0.0415679
146,0.420963
146.5,0.759782
147,1.05966
147.5,1.322
148,1.54797
148.5,1.73848
149,1.89425
149.5,2.01572
150,2.10313
150.5,2.15649
151,2.17555
151.5,2.15981
152,2.10851
152.5,2.02057
153,1.89458
153.5,1.72874
154,1.52078
154.5,1.26789
155,0.966594
155.5,0.612578
156,0.200499
156.5,-0.276316
157,-0.82627
157.5,-1.46005
158,-2.19138
158.5,-3.03813
159,-4.0237
159.5,-5.17866
160,-6.54157
160.5,-8.15381
161,-10.0274
161.5,-12.0062
162,-13.3905
162.5,-13.0503
163,-11.2052
163.5,-9.00262
164,-6.97284
164.5,-5.20763
165,-3.68146
165.5,-2.35212
166,-1.18261
166.5,-0.143937
167,0.786115
167.5,1.62459
168,2.38473
168.5,3.07691
169,3.70943
169.5,4.28895
170,4.82094
170.5,5.3099
171,5.75955
171.5,6.17306
172,6.55307
172.5,6.90184
173,7.2213
173.5,7.5131
174,7.77866
174.5,8.01922
175,8.23583
175.5,8.42939
176,8.6007
176.5,8.75041
177,8.87909
177.5,8.98722
178,9.07518
178.5,9.14328
179,9.19176
179.5,9.22078
