angle,rsp
0,14.9747
0.5,14.9687
1,14.9504
1.5,14.92
2,14.8774
2.5,14.8224
3,14.755
3.5,14.6751
4,14.5825
4.5,14.4771
5,14.3586
5.5,14.2269
6,14.0816
6.5,13.9225
7,13.7492
7.5,13.5615
8,13.3588
8.5,13.1408
9,12.9068
9.5,12.6564
10,12.3888
10.5,12.1034
11,11.7993
11.5,11.4757
12,11.1315
12.5,10.7655
13,10.3764
13.5,9.96276
14,9.52282
14.5,9.05461
15,8.55588
15.5,8.02399
16,7.45589
16.5,6.84801
17,6.19613
17.5,5.4953
18,4.73964
18.5,3.92218
19,3.03475
19.5,2.06788
20,1.01113
20.5,-0.14584
21,-1.40992
21.5,-2.77592
22,-4.20597
22.5,-5.58744
23,-6.68008
23.5,-7.15466
24,-6.84927
24.5,-5.95528
25,-4.80126
25.5,-3.61411
26,-2.49689
26.5,-1.48289
27,-0.575509
27.5,0.23277
28,0.952411
28.5,1.59384
29,2.16644
29.5,2.67831
30,3.13635
30.5,3.54638
31,3.91336
31.5,4.24147
32,4.5343
32.5,4.79494
33,5.02605
33.5,5.22994
34,5.40865
34.5,5.56396
35,5.69746
35.5,5.81056
36,5.90454
36.5,5.98053
37,6.0396
37.5,6.08268
38,6.11066
38.5,6.12436
39,6.12453
39.5,6.1119
40,6.08712
40.5,6.05084
41,6.00368
41.5,5.94622
42,5.87904
42.5,5.80267
43,5.71767
43.5,5.62456
44,5.52387
44.5,5.4161
45,5.30179
45.5,5.18142
46,5.05551
46.5,4.92457
47,4.78911
47.5,4.64962
48,4.50663
48.5,4.36063
49,4.21215
49.5,4.06169
50,3.90976
50.5,3.75688
51,3.60355
51.5,3.45029
52,3.29761
52.5,3.14601
53,2.99598
53.5,2.84802
54,2.7026
54.5,2.56022
55,2.42131
55.5,2.28632
56,2.15568
56.5,2.02978
57,1.90898
57.5,1.79363
58,1.68402
58.5,1.5804
59,1.48299
59.5,1.39194
60,1.30735
60.5,1.22926
61,1.15764
61.5,1.09241
62,1.03341
62.5,0.980421
63,0.933164
63.5,0.891292
64,0.854403
64.5,0.822042
65,0.79371
65.5,0.768866
66,0.746938
66.5,0.727328
67,0.70942
67.5,0.692588
68,0.676204
68.5,0.659642
69,0.642286
69.5,0.623535
70,0.60281
70.5,0.579556
71,0.553247
71.5,0.523391
72,0.489532
72.5,0.451251
73,0.408175
73.5,0.35997
74,0.306355
74.5,0.247094
75,0.182005
75.5,0.110963
76,0.0338989
76.5,-0.0491913
77,-0.138247
77.5,-0.233137
78,-0.333655
78.5,-0.439515
79,-0.55035
79.5,-0.665702
80,-0.785025
80.5,-0.907676
81,-1.03292
81.5,-1.15993
82,-1.28778
82.5,-1.41548
83,-1.54195
83.5,-1.66606
84,-1.78667
84.5,-1.90259
85,-2.0127
85.5,-2.1159
86,-2.21122
86.5,-2.29779
87,-2.37495
87.5,-2.4422
88,-2.4993
