angle,rsp
90.5,-8.4725
91,-7.61592
91.5,-6.71712
92,-5.83441
92.5,-4.99778
93,-4.2202
93.5,-3.50544
94,-2.85273
94.5,-2.2592
95,-1.72125
95.5,-1.23513
96,-0.797317
96.5,-0.40458
97,-0.0540685
97.5,0.25671
98,0.529903
98.5,0.767342
99,0.970574
99.5,1.14088
100,1.27931
100.5,1.38668
101,1.46363
101.5,1.51057
102,1.52776
102.5,1.51524
103,1.4729
103.5,1.40042
104,1.29729
104.5,1.16279
105,0.995949
105.5,0.795558
106,0.560093
106.5,0.287685
107,-0.0239479
107.5,-0.377582
108,-0.776601
108.5,-1.22514
109,-1.72831
109.5,-2.29241
110,-2.92539
110.5,-3.63734
111,-4.44129
111.5,-5.35439
112,-6.39965
112.5,-7.60868
113,-9.02563
113.5,-10.7125
114,-12.7515
114.5,-15.2116
115,-17.8935
115.5,-19.3794
116,-17.9702
116.5,-15.3265
117,-12.8944
117.5,-10.8841
118,-9.22747
118.5,-7.8424
119,-6.66654
119.5,-5.65552
120,-4.77767
120.5,-4.00991
121,-3.33511
121.5,-2.74027
122,-2.21533
122.5,-1.75246
123,-1.3454
123.5,-0.989167
124,-0.67975
124.5,-0.413897
125,-0.188988
125.5,-0.00291876
126,0.145981
126.5,0.259004
127,0.337114
127.5,0.380976
128,0.390975
128.5,0.367232
129,0.309607
129.5,0.217692
130,0.0908027
130.5,-0.0720445
131,-0.272165
131.5,-0.511251
132,-0.791429
132.5,-1.11535
133,-1.48628
133.5,-1.90827
134,-2.38636
134.5,-2.92682
135,-3.53758
135.5,-4.22878
136,-5.01358
136.5,-5.90938
137,-6.93972
137.5,-8.13725
138,-9.54834
138.5,-11.24
139,-13.3069
139.5,-15.852
140,-18.7529
140.5,-20.5193
141,-18.9752
141.5,-16.0923
142,-13.5235
142.5,-11.438
143,-9.7363
143.5,-8.32173
144,-7.12547
144.5,-6.09994
145,-5.21174
145.5,-4.43688
146,-3.75768
146.5,-3.16082
147,-2.6361
147.5,-2.17561
148,-1.7731
148.5,-1.42365
149,-1.12333
149.5,-0.869037
150,-0.658327
150.5,-0.489313
151,-0.360585
151.5,-0.271157
152,-0.220429
152.5,-0.208158
153,-0.234455
153.5,-0.299781
154,-0.404956
154.5,-0.551191
155,-0.740115
155.5,-0.973827
156,-1.25497
156.5,-1.58678
157,-1.97325
157.5,-2.41917
158,-2.93029
158.5,-3.51342
159,-4.17641
159.5,-4.92783
160,-5.77605
160.5,-6.72649
161,-7.77495
161.5,-8.89245
162,-9.99466
162.5,-10.8996
163,-11.3311
163.5,-11.08
164,-10.2124
164.5,-8.99702
165,-7.67717
165.5,-6.38726
166,-5.18225
166.5,-4.07731
167,-3.07088
167.5,-2.15542
168,-1.32193
168.5,-0.561689
169,0.133089
169.5,0.769166
170,1.35233
170.5,1.88749
171,2.37883
171.5,2.82991
172,3.24377
172.5,3.62302
173,3.96987
173.5,4.28626
174,4.57384
174.5,4.83403
175,5.06807
175.5,5.27701
176,5.46177
176.5,5.62311
177,5.76171
177.5,5.8781
178,5.97274
178.5,6.04598
179,6.09811
179.5,6.12931
