angle,rsp
0,15.3285
0.5,15.3227
1,15.3052
1.5,15.2761
2,15.2352
2.5,15.1825
3,15.118
3.5,15.0415
4,14.9528
4.5,14.8519
5,14.7385
5.5,14.6125
6,14.4737
6.5,14.3217
7,14.1563
7.5,13.9771
8,13.7839
8.5,13.5761
9,13.3534
9.5,13.1151
10,12.8609
10.5,12.5899
11,12.3015
11.5,11.9949
12,11.6692
12.5,11.3234
13,10.9562
13.5,10.5664
14,10.1525
14.5,9.71262
15,9.2448
15.5,8.74667
16,8.21543
16.5,7.6478
17,7.03981
17.5,6.38668
18,5.68256
18.5,4.92014
19,4.09023
19.5,3.18093
20,2.17655
20.5,1.05578
21,-0.211332
21.5,-1.66879
22,-3.38499
22.5,-5.47472
23,-8.15278
23.5,-11.893
24,-18.039
24.5,-24.8986
25,-16.1498
25.5,-11.2071
26,-8.10989
26.5,-5.89168
27,-4.18352
27.5,-2.8086
28,-1.66897
28.5,-0.704771
29,0.123201
29.5,0.842034
30,1.47121
30.5,2.02523
31,2.51514
31.5,2.9496
32,3.3355
32.5,3.6784
33,3.98289
33.5,4.25276
34,4.49123
34.5,4.70101
35,4.88443
35.5,5.0435
36,5.17998
36.5,5.29542
37,5.39116
37.5,5.46842
38,5.52827
38.5,5.57169
39,5.59955
39.5,5.61264
40,5.61169
40.5,5.59737
41,5.5703
41.5,5.53106
42,5.48017
42.5,5.41816
43,5.3455
43.5,5.26266
44,5.17009
44.5,5.06824
45,4.95755
45.5,4.83846
46,4.71144
46.5,4.57694
47,4.43547
47.5,4.28754
48,4.1337
48.5,3.97457
49,3.81079
49.5,3.64308
50,3.47222
50.5,3.29908
51,3.12458
51.5,2.94976
52,2.77574
52.5,2.60371
53,2.43498
53.5,2.27091
54,2.11292
54.5,1.96247
55,1.82102
55.5,1.69002
56,1.57082
56.5,1.46468
57,1.37267
57.5,1.29567
58,1.2343
58.5,1.1889
59,1.1595
59.5,1.14583
60,1.14732
60.5,1.16312
61,1.19213
61.5,1.23306
62,1.28444
62.5,1.34471
63,1.41225
63.5,1.48541
64,1.56256
64.5,1.64212
65,1.72258
65.5,1.80251
66,1.88059
66.5,1.95558
67,2.02637
67.5,2.09192
68,2.15131
68.5,2.20371
69,2.24836
69.5,2.2846
70,2.31181
70.5,2.32946
71,2.33707
71.5,2.33421
72,2.32051
72.5,2.29563
73,2.25929
73.5,2.21122
74,2.15122
74.5,2.07912
75,1.99478
75.5,1.89813
76,1.78913
76.5,1.6678
77,1.53423
77.5,1.3886
78,1.23116
78.5,1.06227
79,0.882432
79.5,0.69229
80,0.492666
80.5,0.284585
81,0.0693116
81.5,-0.151626
82,-0.376401
82.5,-0.602867
83,-0.828547
83.5,-1.05063
84,-1.26601
84.5,-1.47133
85,-1.66307
85.5,-1.83773
86,-1.99192
86.5,-2.12264
87,-2.22741
87.5,-2.30452
88,-2.35312
88.5,-2.37336
89,-2.36631
89.5,-2.33396
90,-2.279
90.5,-2.20468
91,-2.11458
91.5,-2.01244
92,-1.90196
92.5,-1.78669
93,-1.66995
93.5,-1.55474
94,-1.44376
94.5,-1.33936
95,-1.24361
95.5,-1.15826
96,-1.08483
96.5,-1.02461
97,-0.978684
97.5,-0.947979
98,-0.933276
98.5,-0.935234
99,-0.954406
99.5,-0.991252
100,-1.04614
100.5,-1.11937
101,-1.21114
101.5,-1.32154
102,-1.45059
102.5,-1.59815
103,-1.76391
103.5,-1.94738
104,-2.14777
104.5,-2.36398
105,-2.59451
105.5,-2.83729
106,-3.08966
106.5,-3.34819
107,-3.60855
107.5,-3.86546
108,-4.11265
108.5,-4.34289
109,-4.54829
109.5,-4.72066
110,-4.85213
110.5,-4.93597
111,-4.9673
111.5,-4.9438
112,-4.866
112.5,-4.73725
113,-4.56321
113.5,-4.35122
114,-4.1094
114.5,-3.84604
115,-3.56894
115.5,-3.28515
116,-3.00076
116.5,-2.72085
117,-2.4496
117.5,-2.19036
118,-1.94577
118.5,-1.71793
119,-1.50845
119.5,-1.3186
120,-1.1494
120.5,-1.00165
121,-0.876012
121.5,-0.773074
122,-0.693361
122.5,-0.637383
123,-0.605659
123.5,-0.59874
124,-0.617233
124.5,-0.661817
125,-0.733264
125.5,-0.83246
126,-0.960419
126.5,-1.11831
127,-1.30748
127.5,-1.52946
128,-1.78603
128.5,-2.0792
129,-2.41124
129.5,-2.78472
130,-3.20248
130.5,-3.66757
131,-4.18314
131.5,-4.75218
132,-5.37692
132.5,-6.05783
133,-6.7916
133.5,-7.5677
134,-8.36258
134.5,-9.13135
135,-9.79966
135.5,-10.2654
136,-10.4256
136.5,-10.2275
137,-9.70324
137.5,-8.94767
138,-8.06692
138.5,-7.14329
139,-6.22852
139.5,-5.35066
140,-4.52278
140.5,-3.74948
141,-3.03087
141.5,-2.36485
142,-1.74839
142.5,-1.17814
143,-0.650798
143.5,-0.163236
144,0.287415
144.5,0.703755
145,1.08813
145.5,1.44266
146,1.76923
146.5,2.06955
147,2.3452
147.5,2.59757
148,2.82797
148.5,3.03762
149,3.22763
149.5,3.39907
150,3.55298
150.5,3.69033
151,3.81212
151.5,3.9193
152,4.01285
152.5,4.09378
153,4.16312
153.5,4.22193
154,4.27134
154.5,4.31253
155,4.34674
155.5,4.37529
156,4.39956
156.5,4.42099
157,4.44109
157.5,4.4614
158,4.48349
158.5,4.50892
159,4.53922
159.5,4.57587
160,4.62021
160.5,4.67345
161,4.7366
161.5,4.81046
162,4.89558
162.5,4.99222
163,5.10038
163.5,5.21979
164,5.34991
164.5,5.48999
165,5.63908
165.5,5.79605
166,5.9597
166.5,6.12873
167,6.30182
167.5,6.47763
168,6.65487
168.5,6.83229
169,7.00871
169.5,7.18304
170,7.35424
170.5,7.52141
171,7.68371
171.5,7.84038
172,7.99076
172.5,8.13426
173,8.27036
173.5,8.3986
174,8.5186
174.5,8.63002
175,8.73256
175.5,8.82598
176,8.91005
176.5,8.98461
177,9.04949
177.5,9.10459
178,9.1498
178.5,9.18504
179,9.21025
179.5,9.22539
