125.000015,6.03376198
125.500015,6.15186787
126.000008,6.26614761
126.500008,6.37630701
127.000015,6.48208714
127.500015,6.58325958
128.000015,6.67963934
128.500015,6.77106762
129.000000,6.85741425
129.500015,6.93857908
130.000015,7.01447678
130.500015,7.08504915
131.000015,7.15026665
131.500000,7.21011162
132.000015,7.26459074
132.500015,7.31372595
133.000015,7.35755491
133.500015,7.39614582
134.000015,7.42957306
134.500015,7.45793819
135.000015,7.48136139
135.500015,7.49997854
136.000015,7.51395702
136.500015,7.52347517
137.000015,7.52874374
137.500015,7.52999306
138.000015,7.52748871
138.500015,7.52151585
139.000015,7.51239824
139.500015,7.50047922
140.000015,7.48615265
140.500015,7.46982384
141.000000,7.45195293
141.500015,7.43302441
142.000015,7.41355991
142.500015,7.39411831
143.000015,7.37528419
143.500015,7.35767126
144.000015,7.34192896
144.500015,7.32871723
145.000015,7.31870556
145.500015,7.31258678
146.000015,7.31103039
146.500015,7.31470966
147.000015,7.32425785
147.500015,7.34028101
148.000015,7.36333656
148.500015,7.39392042
149.000015,7.43245029
149.500015,7.47927570
150.000015,7.53463507
150.500015,7.59869146
151.000015,7.67149734
151.500015,7.75300121
152.000015,7.84305811
152.500015,7.94143009
153.000015,8.04777908
153.500015,8.16170120
154.000015,8.28271961
154.500015,8.41029549
155.000015,8.54385281
155.500015,8.68278313
156.000015,8.82644272
156.500015,8.97419167
157.000015,9.12539196
157.500015,9.27939796
158.000015,9.43559837
158.500015,9.59338379
159.000015,9.75218868
159.500015,9.91146564
160.000015,10.07071114
160.500015,10.22943878
161.000015,10.38720608
161.500015,10.54361248
162.000015,10.69827938
162.500015,10.85085964
163.000015,11.00103569
163.500015,11.14853382
164.000015,11.29309845
164.500015,11.43449783
165.000015,11.57252693
165.500015,11.70699692
166.000015,11.83775043
166.500015,11.96463776
167.000015,12.08753777
167.500015,12.20632935
168.000015,12.32091904
168.500015,12.43120956
169.000015,12.53713703
169.500031,12.63863373
170.000015,12.73563290
170.500015,12.82809448
171.000015,12.91597366
171.500015,12.99923038
172.000031,13.07783890
172.500015,13.15176773
173.000015,13.22099590
173.500015,13.28550529
174.000015,13.34527969
174.500015,13.40031147
175.000015,13.45058060
175.500015,13.49608421
176.000015,13.53681469
176.500015,13.57276344
177.000015,13.60392952
177.500015,13.63030624
178.000015,13.65189362
178.500015,13.66868973
179.000031,13.68069458
179.500015,13.68789673
180.000015,13.69030857
