angle,rsp
0,15.6118
0.5,15.6108
1,15.6077
1.5,15.6026
2,15.5954
2.5,15.5862
3,15.575
3.5,15.5616
4,15.5463
4.5,15.5288
5,15.5094
5.5,15.4878
6,15.4642
6.5,15.4385
7,15.4108
7.5,15.381
8,15.3491
8.5,15.3151
9,15.279
9.5,15.2408
10,15.2006
10.5,15.1582
11,15.1137
11.5,15.0671
12,15.0184
12.5,14.9675
13,14.9146
13.5,14.8594
14,14.8021
14.5,14.7427
15,14.6811
15.5,14.6173
16,14.5513
16.5,14.4831
17,14.4128
17.5,14.3402
18,14.2653
18.5,14.1883
19,14.109
19.5,14.0274
20,13.9436
20.5,13.8574
21,13.769
21.5,13.6783
22,13.5852
22.5,13.4898
23,13.3921
23.5,13.292
24,13.1896
24.5,13.0847
25,12.9774
25.5,12.8678
26,12.7556
26.5,12.6411
27,12.524
27.5,12.4045
28,12.2825
28.5,12.158
29,12.0309
29.5,11.9014
30,11.7692
30.5,11.6345
31,11.4971
31.5,11.3572
32,11.2147
32.5,11.0695
33,10.9216
33.5,10.7711
34,10.6179
34.5,10.4621
35,10.3035
35.5,10.1422
36,9.97816
36.5,9.8114
37,9.6419
37.5,9.46966
38,9.29467
38.5,9.11692
39,8.93643
39.5,8.75319
40,8.56722
40.5,8.37853
41,8.18712
41.5,7.99303
42,7.79627
42.5,7.59689
43,7.3949
43.5,7.19037
44,6.98334
44.5,6.77386
45,6.56203
45.5,6.3479
46,6.13158
46.5,5.91316
47,5.69277
47.5,5.47054
48,5.24662
48.5,5.02117
49,4.79437
49.5,4.56644
50,4.33759
50.5,4.10808
51,3.87817
51.5,3.64816
52,3.41838
52.5,3.18916
53,2.96088
53.5,2.73394
54,2.50876
54.5,2.28579
55,2.06549
55.5,1.84837
56,1.63492
56.5,1.42565
57,1.22109
57.5,1.02177
58,0.828197
58.5,0.640876
59,0.46029
59.5,0.28689
60,0.12109
60.5,-0.0367425
61,-0.186293
61.5,-0.32731
62,-0.459605
62.5,-0.583062
63,-0.697638
63.5,-0.803362
64,-0.900338
64.5,-0.988739
65,-1.0688
65.5,-1.14084
66,-1.20518
66.5,-1.26225
67,-1.31247
67.5,-1.35632
68,-1.39427
68.5,-1.42684
69,-1.45452
69.5,-1.47783
70,-1.49725
70.5,-1.51328
71,-1.52637
71.5,-1.53699
72,-1.54553
72.5,-1.55241
73,-1.558
73.5,-1.56263
74,-1.56661
74.5,-1.57024
75,-1.57376
75.5,-1.57741
76,-1.58138
76.5,-1.58587
77,-1.59101
77.5,-1.59694
78,-1.60376
78.5,-1.61158
79,-1.62044
79.5,-1.63041
80,-1.6415
80.5,-1.65375
81,-1.66715
81.5,-1.68169
82,-1.69735
82.5,-1.71408
83,-1.73183
83.5,-1.75056
84,-1.77019
84.5,-1.79065
85,-1.81184
85.5,-1.8337
86,-1.85611
86.5,-1.87897
87,-1.90219
87.5,-1.92566
88,-1.94926
88.5,-1.97289
89,-1.99644
89.5,-2.01979
90,-2.04283
90.5,-2.06546
91,-2.08758
91.5,-2.10909
92,-2.12989
92.5,-2.1499
93,-2.16904
93.5,-2.18723
94,-2.20441
94.5,-2.22052
95,-2.23553
95.5,-2.24939
96,-2.26208
96.5,-2.27359
97,-2.28391
97.5,-2.29306
98,-2.30106
98.5,-2.30793
99,-2.31372
99.5,-2.31849
100,-2.3223
100.5,-2.32522
101,-2.32734
101.5,-2.32876
102,-2.32957
102.5,-2.32988
103,-2.32982
103.5,-2.3295
104,-2.32906
104.5,-2.32863
105,-2.32834
105.5,-2.32835
106,-2.3288
106.5,-2.32984
107,-2.33162
107.5,-2.33429
108,-2.338
108.5,-2.34292
109,-2.34919
109.5,-2.35698
110,-2.36644
110.5,-2.37772
111,-2.39098
111.5,-2.40637
112,-2.42405
112.5,-2.44418
113,-2.4669
113.5,-2.49237
114,-2.52075
114.5,-2.55218
115,-2.58683
115.5,-2.62484
116,-2.66638
116.5,-2.7116
117,-2.76066
117.5,-2.81373
118,-2.87097
118.5,-2.93254
119,-2.99863
119.5,-3.06941
120,-3.14506
120.5,-3.22577
121,-3.31174
121.5,-3.40318
122,-3.5003
122.5,-3.60331
123,-3.71247
123.5,-3.82802
124,-3.95022
124.5,-4.07935
125,-4.21571
125.5,-4.35963
126,-4.51144
126.5,-4.67151
127,-4.84025
127.5,-5.01807
128,-5.20545
128.5,-5.40289
129,-5.61096
129.5,-5.83026
130,-6.06146
130.5,-6.30531
131,-6.56262
131.5,-6.83431
132,-7.12141
132.5,-7.42506
133,-7.74657
133.5,-8.0874
134,-8.44923
134.5,-8.83399
135,-9.24391
135.5,-9.68157
136,-10.15
136.5,-10.6528
137,-11.1942
137.5,-11.7794
138,-12.4147
138.5,-13.1077
139,-13.8682
139.5,-14.7082
140,-15.6434
140.5,-16.694
141,-17.8865
141.5,-19.2546
142,-20.8385
142.5,-22.6712
143,-24.7135
143.5,-26.6177
144,-27.3858
144.5,-26.3202
145,-24.3002
145.5,-22.2314
146,-20.3888
146.5,-18.792
147,-17.4049
147.5,-16.1878
148,-15.1081
148.5,-14.1404
149,-13.2654
149.5,-12.4679
150,-11.7362
150.5,-11.0611
151,-10.435
151.5,-9.85185
152,-9.3067
152.5,-8.79537
153,-8.31437
153.5,-7.86075
154,-7.43198
154.5,-7.0259
155,-6.64062
155.5,-6.27452
156,-5.92614
156.5,-5.59424
157,-5.27769
157.5,-4.9755
158,-4.68678
158.5,-4.41073
159,-4.14664
159.5,-3.89386
160,-3.65181
160.5,-3.41996
161,-3.19782
161.5,-2.98496
162,-2.78097
162.5,-2.58549
163,-2.39818
163.5,-2.21872
164,-2.04683
164.5,-1.88225
165,-1.72474
165.5,-1.57406
166,-1.43001
166.5,-1.2924
167,-1.16104
167.5,-1.03578
168,-0.916462
168.5,-0.802937
169,-0.695076
169.5,-0.592756
170,-0.495864
170.5,-0.404294
171,-0.317948
171.5,-0.236736
172,-0.160574
172.5,-0.0893861
173,-0.0231005
173.5,0.0383475
174,0.0950172
174.5,0.146963
175,0.194233
175.5,0.236873
176,0.274921
176.5,0.308413
177,0.337378
177.5,0.361844
178,0.381831
178.5,0.397359
179,0.40844
179.5,0.415085
