angle,rsp
0,15.6118
0.5,15.6107
1,15.6075
1.5,15.6021
2,15.5945
2.5,15.5848
3,15.5729
3.5,15.5588
4,15.5426
4.5,15.5242
5,15.5036
5.5,15.4809
6,15.456
6.5,15.4289
7,15.3997
7.5,15.3683
8,15.3347
8.5,15.2989
9,15.261
9.5,15.2209
10,15.1786
10.5,15.1341
11,15.0874
11.5,15.0386
12,14.9876
12.5,14.9344
13,14.879
13.5,14.8214
14,14.7616
14.5,14.6996
15,14.6354
15.5,14.5691
16,14.5005
16.5,14.4297
17,14.3568
17.5,14.2816
18,14.2043
18.5,14.1247
19,14.043
19.5,13.9591
20,13.873
20.5,13.7846
21,13.6942
21.5,13.6015
22,13.5066
22.5,13.4096
23,13.3104
23.5,13.209
24,13.1055
24.5,12.9998
25,12.892
25.5,12.7821
26,12.6701
26.5,12.5559
27,12.4397
27.5,12.3214
28,12.2011
28.5,12.0787
29,11.9543
29.5,11.8279
30,11.6995
30.5,11.5693
31,11.4371
31.5,11.303
32,11.1672
32.5,11.0295
33,10.8901
33.5,10.749
34,10.6062
34.5,10.4619
35,10.316
35.5,10.1686
36,10.0198
36.5,9.86975
37,9.7184
37.5,9.56587
38,9.41227
38.5,9.25767
39,9.10218
39.5,8.9459
40,8.78895
40.5,8.63143
41,8.47348
41.5,8.31522
42,8.15678
42.5,7.99831
43,7.83995
43.5,7.68184
44,7.52415
44.5,7.36704
45,7.21065
45.5,7.05517
46,6.90076
46.5,6.74759
47,6.59583
47.5,6.44565
48,6.29721
48.5,6.15069
49,6.00624
49.5,5.86403
50,5.72419
50.5,5.58687
51,5.45221
51.5,5.32031
52,5.1913
52.5,5.06527
53,4.94229
53.5,4.82244
54,4.70576
54.5,4.59229
55,4.48204
55.5,4.375
56,4.27116
56.5,4.17048
57,4.0729
57.5,3.97834
58,3.88673
58.5,3.79795
59,3.71189
59.5,3.62841
60,3.54737
60.5,3.46861
61,3.39196
61.5,3.31726
62,3.24432
62.5,3.17295
63,3.10297
63.5,3.03419
64,2.9664
64.5,2.89941
65,2.83304
65.5,2.76707
66,2.70133
66.5,2.63562
67,2.56976
67.5,2.50357
68,2.43687
68.5,2.36948
69,2.30126
69.5,2.23203
70,2.16164
70.5,2.08994
71,2.01679
71.5,1.94205
72,1.8656
72.5,1.7873
73,1.70705
73.5,1.62473
74,1.54023
74.5,1.45346
75,1.36433
75.5,1.27273
76,1.17861
76.5,1.08188
77,0.982467
77.5,0.880322
78,0.775386
78.5,0.667612
79,0.556963
79.5,0.443405
80,0.326916
80.5,0.207483
81,0.0851007
81.5,-0.0402236
82,-0.168472
82.5,-0.299614
83,-0.433605
83.5,-0.570386
84,-0.709881
84.5,-0.851994
85,-0.996612
85.5,-1.1436
86,-1.29279
86.5,-1.444
87,-1.59701
87.5,-1.75157
88,-1.90739
88.5,-2.06417
89,-2.22152
89.5,-2.37905
90,-2.5363
90.5,-2.69279
91,-2.84795
91.5,-3.0012
92,-3.15189
92.5,-3.29932
93,-3.44275
93.5,-3.58141
94,-3.71448
94.5,-3.84113
95,-3.9605
95.5,-4.07175
96,-4.17404
96.5,-4.26655
97,-4.34855
97.5,-4.41934
98,-4.47832
98.5,-4.525
99,-4.55901
99.5,-4.58009
100,-4.58814
100.5,-4.5832
101,-4.56542
101.5,-4.53514
102,-4.49276
102.5,-4.43884
103,-4.37402
103.5,-4.299
104,-4.21456
104.5,-4.12151
105,-4.02069
105.5,-3.91294
106,-3.79909
106.5,-3.67996
107,-3.55632
107.5,-3.42893
108,-3.29849
108.5,-3.16566
109,-3.03105
109.5,-2.89521
110,-2.75867
110.5,-2.62188
111,-2.48526
111.5,-2.34919
112,-2.21401
112.5,-2.08
113,-1.94743
113.5,-1.81654
114,-1.68751
114.5,-1.56053
115,-1.43574
115.5,-1.31327
116,-1.19322
116.5,-1.07569
117,-0.960752
117.5,-0.848464
118,-0.738874
118.5,-0.632021
119,-0.527931
119.5,-0.426623
120,-0.328107
120.5,-0.232389
121,-0.139467
121.5,-0.0493338
122,0.0380206
122.5,0.122611
123,0.204457
123.5,0.283578
124,0.359999
124.5,0.433745
125,0.504845
125.5,0.573327
126,0.639222
126.5,0.702562
127,0.763381
127.5,0.821711
128,0.877587
128.5,0.931044
129,0.982118
129.5,1.03084
130,1.07726
130.5,1.1214
131,1.16329
131.5,1.20299
132,1.24052
132.5,1.27592
133,1.30923
133.5,1.34049
134,1.36972
134.5,1.39697
135,1.42228
135.5,1.44568
136,1.4672
136.5,1.48689
137,1.50478
137.5,1.52091
138,1.53531
138.5,1.54802
139,1.55909
139.5,1.56853
140,1.5764
140.5,1.58272
141,1.58753
141.5,1.59088
142,1.5928
142.5,1.59332
143,1.59248
143.5,1.59032
