angle,rsp
0,15.6438
0.5,15.6428
1,15.6398
1.5,15.6348
2,15.6278
2.5,15.6187
3,15.6077
3.5,15.5946
4,15.5796
4.5,15.5625
5,15.5434
5.5,15.5223
6,15.4991
6.5,15.474
7,15.4468
7.5,15.4176
8,15.3863
8.5,15.353
9,15.3176
9.5,15.2802
10,15.2408
10.5,15.1993
11,15.1557
11.5,15.1101
12,15.0624
12.5,15.0125
13,14.9607
13.5,14.9067
14,14.8506
14.5,14.7924
15,14.732
15.5,14.6696
16,14.605
16.5,14.5383
17,14.4694
17.5,14.3983
18,14.3251
18.5,14.2497
19,14.1721
19.5,14.0923
20,14.0102
20.5,13.926
21,13.8395
21.5,13.7508
22,13.6598
22.5,13.5665
23,13.471
23.5,13.3731
24,13.273
24.5,13.1705
25,13.0656
25.5,12.9585
26,12.8489
26.5,12.737
27,12.6226
27.5,12.5059
28,12.3867
28.5,12.2651
29,12.141
29.5,12.0145
30,11.8855
30.5,11.7539
31,11.6199
31.5,11.4833
32,11.3441
32.5,11.2024
33,11.0581
33.5,10.9112
34,10.7617
34.5,10.6096
35,10.4548
35.5,10.2974
36,10.1373
36.5,9.97458
37,9.80913
37.5,9.641
38,9.47016
38.5,9.29661
39,9.12034
39.5,8.94137
40,8.75968
40.5,8.57527
41,8.38817
41.5,8.19836
42,8.00587
42.5,7.81071
43,7.61291
43.5,7.41249
44,7.20948
44.5,7.00392
45,6.79586
45.5,6.58536
46,6.37246
46.5,6.15726
47,5.93982
47.5,5.72024
48,5.49863
48.5,5.27511
49,5.04981
49.5,4.82287
50,4.59448
50.5,4.36481
51,4.13408
51.5,3.90249
52,3.67032
52.5,3.43782
53,3.20529
53.5,2.97306
54,2.74147
54.5,2.51089
55,2.28172
55.5,2.05439
56,1.82933
56.5,1.60702
57,1.38794
57.5,1.17259
58,0.961489
58.5,0.755149
59,0.554092
59.5,0.35883
60,0.169863
60.5,-0.0123315
61,-0.187305
61.5,-0.354647
62,-0.513991
62.5,-0.665025
63,-0.807495
63.5,-0.941212
64,-1.06606
64.5,-1.18198
65,-1.289
65.5,-1.38722
66,-1.4768
66.5,-1.55797
67,-1.63102
67.5,-1.69628
68,-1.75414
68.5,-1.80502
69,-1.84938
69.5,-1.88767
70,-1.9204
70.5,-1.94804
71,-1.97109
71.5,-1.99002
72,-2.00531
72.5,-2.0174
73,-2.02673
73.5,-2.03369
74,-2.03868
74.5,-2.04205
75,-2.04413
75.5,-2.04521
76,-2.04557
76.5,-2.04546
77,-2.04508
77.5,-2.04464
78,-2.0443
78.5,-2.04421
79,-2.04448
79.5,-2.04521
80,-2.0465
80.5,-2.0484
81,-2.05095
81.5,-2.05418
82,-2.05812
82.5,-2.06276
83,-2.06808
83.5,-2.07408
84,-2.08071
84.5,-2.08794
85,-2.09572
85.5,-2.10398
86,-2.11268
86.5,-2.12175
87,-2.13111
87.5,-2.14069
88,-2.15042
88.5,-2.16022
89,-2.17002
89.5,-2.17974
90,-2.18931
90.5,-2.19866
91,-2.20771
91.5,-2.21641
92,-2.22469
92.5,-2.2325
93,-2.2398
93.5,-2.24653
94,-2.25267
94.5,-2.25818
95,-2.26305
95.5,-2.26726
96,-2.27082
96.5,-2.27372
97,-2.27597
97.5,-2.27761
98,-2.27867
98.5,-2.27917
99,-2.27917
99.5,-2.27873
100,-2.2779
100.5,-2.27676
101,-2.27538
101.5,-2.27386
102,-2.27228
102.5,-2.27073
103,-2.26933
103.5,-2.26817
104,-2.26736
104.5,-2.26704
105,-2.2673
105.5,-2.26827
106,-2.27009
106.5,-2.27286
107,-2.27673
107.5,-2.28183
108,-2.28828
108.5,-2.29622
109,-2.30578
109.5,-2.31709
110,-2.3303
110.5,-2.34554
111,-2.36294
111.5,-2.38264
112,-2.40478
112.5,-2.42949
113,-2.45692
113.5,-2.48721
114,-2.52048
114.5,-2.55689
115,-2.59658
115.5,-2.6397
116,-2.68638
116.5,-2.73678
117,-2.79106
117.5,-2.84936
118,-2.91185
118.5,-2.97869
119,-3.05004
119.5,-3.1261
120,-3.20702
120.5,-3.293
121,-3.38425
121.5,-3.48095
122,-3.58333
122.5,-3.69161
123,-3.80604
123.5,-3.92686
124,-4.05434
124.5,-4.18876
125,-4.33044
125.5,-4.47969
126,-4.63687
126.5,-4.80236
127,-4.97657
127.5,-5.15993
128,-5.35293
128.5,-5.5561
129,-5.77001
129.5,-5.9953
130,-6.23266
130.5,-6.48286
131,-6.74677
131.5,-7.02534
132,-7.31965
132.5,-7.63091
133,-7.96049
133.5,-8.30996
134,-8.68109
134.5,-9.07596
135,-9.49696
135.5,-9.9469
136,-10.4291
136.5,-10.9475
137,-11.5068
137.5,-12.1129
138,-12.7729
138.5,-13.4959
139,-14.2933
139.5,-15.1802
140,-16.1767
140.5,-17.3103
141,-18.6202
141.5,-20.1637
142,-22.0282
142.5,-24.3456
143,-27.2771
143.5,-30.5946
