angle,rsp
0,15.6238
0.5,15.6228
1,15.6195
1.5,15.6141
2,15.6066
2.5,15.5969
3,15.5851
3.5,15.5711
4,15.5549
4.5,15.5366
5,15.5161
5.5,15.4935
6,15.4687
6.5,15.4417
7,15.4126
7.5,15.3813
8,15.3479
8.5,15.3123
9,15.2745
9.5,15.2346
10,15.1924
10.5,15.1482
11,15.1017
11.5,15.0531
12,15.0023
12.5,14.9493
13,14.8941
13.5,14.8368
14,14.7772
14.5,14.7155
15,14.6516
15.5,14.5855
16,14.5173
16.5,14.4468
17,14.3742
17.5,14.2994
18,14.2224
18.5,14.1432
19,14.0618
19.5,13.9783
20,13.8925
20.5,13.8046
21,13.7145
21.5,13.6222
22,13.5278
22.5,13.4312
23,13.3325
23.5,13.2316
24,13.1285
24.5,13.0233
25,12.916
25.5,12.8066
26,12.6951
26.5,12.5814
27,12.4657
27.5,12.348
28,12.2282
28.5,12.1063
29,11.9825
29.5,11.8567
30,11.729
30.5,11.5993
31,11.4677
31.5,11.3343
32,11.199
32.5,11.062
33,10.9232
33.5,10.7827
34,10.6406
34.5,10.4969
35,10.3516
35.5,10.2049
36,10.0568
36.5,9.90732
37,9.75661
37.5,9.60473
38,9.45176
38.5,9.2978
39,9.14293
39.5,8.98727
40,8.83093
40.5,8.67401
41,8.51665
41.5,8.35896
42,8.20107
42.5,8.04314
43,7.88529
43.5,7.72768
44,7.57046
44.5,7.41379
45,7.25783
45.5,7.10274
46,6.94869
46.5,6.79585
47,6.64438
47.5,6.49447
48,6.34626
48.5,6.19994
49,6.05565
49.5,5.91356
50,5.77382
50.5,5.63656
51,5.50193
51.5,5.37003
52,5.24099
52.5,5.11491
53,4.99186
53.5,4.87191
54,4.75512
54.5,4.64153
55,4.53114
55.5,4.42397
56,4.32
56.5,4.21919
57,4.1215
57.5,4.02685
58,3.93516
58.5,3.84633
59,3.76025
59.5,3.67679
60,3.5958
60.5,3.51714
61,3.44065
61.5,3.36615
62,3.29348
62.5,3.22244
63,3.15285
63.5,3.08452
64,3.01726
64.5,2.95087
65,2.88517
65.5,2.81996
66,2.75505
66.5,2.69026
67,2.6254
67.5,2.56029
68,2.49476
68.5,2.42864
69,2.36177
69.5,2.29398
70,2.22512
70.5,2.15505
71,2.08363
71.5,2.01072
72,1.93619
72.5,1.85992
73,1.7818
73.5,1.70171
74,1.61956
74.5,1.53524
75,1.44867
75.5,1.35977
76,1.26844
76.5,1.17463
77,1.07827
77.5,0.979303
78,0.877676
78.5,0.773346
79,0.66628
79.5,0.556449
80,0.443834
80.5,0.328426
81,0.210225
81.5,0.0892409
82,-0.0345042
82.5,-0.160976
83,-0.290128
83.5,-0.421896
84,-0.556203
84.5,-0.692953
85,-0.83203
85.5,-0.973299
86,-1.1166
86.5,-1.26175
87,-1.40854
87.5,-1.55672
88,-1.70603
88.5,-1.85615
89,-2.00674
89.5,-2.15743
90,-2.30778
90.5,-2.45734
91,-2.60558
91.5,-2.75198
92,-2.89591
